chrom,pos,PM,numMeth,numUnmeth,Count,ind
chr1,39499176,1,60,0,60,605613
chr1,39499234,0.96,55,2,57,605614
chr1,39499236,0.98,56,1,57,605615
chr1,39499259,0.98,49,1,50,605616
chr1,39499266,0.98,50,1,51,605617
chr1,39499276,0.95,40,2,42,605618
chr1,39499318,0.97,36,1,37,605619
chr1,39499320,1,36,0,36,605620
chr1,39499322,0.97,31,1,32,605621
chr1,39499330,0.98,39,1,40,605622
chr1,39499414,0.94,15,1,16,605623
chr1,39499418,0.96,25,1,26,605624
chr1,39499423,1,24,0,24,605625
chr1,39499451,0.91,42,4,46,605626
chr1,39499463,0.96,53,2,55,605627
chr1,39499558,0.99,83,1,84,605628
chr1,39499597,0.94,88,6,94,605629
chr1,39499718,0.91,69,7,76,605630
chr1,39499925,0.97,87,3,90,605631
chr1,39499946,0.93,83,6,89,605632
chr1,39500070,0.85,53,9,62,605633
chr1,39500094,0.96,46,2,48,605634
chr1,39500160,0.91,41,4,45,605635
chr1,39500237,0.99,68,1,69,605636
chr1,39500387,0.98,53,1,54,605637
chr1,39500576,0.97,64,2,66,605638
chr1,39500606,0.92,72,6,78,605639
chr1,39500876,0.89,31,4,35,605640
chr1,39500898,0.93,56,4,60,605641
chr1,39500923,1,80,0,80,605642
chr1,39500940,0.97,91,3,94,605643
chr1,39500994,0.96,85,4,89,605644
chr1,39501026,0.96,69,3,72,605645
chr1,39501057,0.93,50,4,54,605646
chr1,39501079,1,41,0,41,605647
chr1,39501124,1,22,0,22,605648
chr1,39501255,0.96,71,3,74,605649
chr1,39501257,0.93,66,5,71,605650
chr1,39501509,0.98,56,1,57,605651
chr1,39501515,0.96,54,2,56,605652
chr1,39501549,0.99,66,1,67,605653
chr1,39501591,0.97,74,2,76,605654
chr1,39501593,0.98,78,2,80,605655
chr1,39501666,0.95,71,4,75,605656
chr1,39501721,0.41,28,41,69,605657
chr1,39501799,0.96,49,2,51,605658
chr1,39501893,0.95,72,4,76,605659
chr1,39501925,0.99,85,1,86,605660
chr1,39501988,0.95,38,2,40,605661
chr1,39502011,1,16,0,16,605662
chr1,39502024,0.39,11,17,28,605663
chr1,39502029,0.61,25,16,41,605664
chr1,39502163,0.97,69,2,71,605665
chr1,39502171,0.97,75,2,77,605666
chr1,39502230,1,74,0,74,605667
chr1,39502237,0.94,80,5,85,605668
chr1,39502267,0.98,81,2,83,605669
chr1,39502330,1,85,0,85,605670
chr1,39502532,0.86,81,13,94,605671
chr1,39502604,0.99,81,1,82,605672
chr1,39502644,0.95,79,4,83,605673
chr1,39502674,0.92,85,7,92,605674
chr1,39502728,0.97,102,3,105,605675
chr1,39502756,0.93,91,7,98,605676
chr1,39502859,1,62,0,62,605677
chr1,39502939,0.98,57,1,58,605678
chr1,39502950,0.94,47,3,50,605679
chr1,39502955,1,51,0,51,605680
chr1,39503120,1,85,0,85,605681
chr1,39503136,0.99,85,1,86,605682
chr1,39503144,0.99,87,1,88,605683
chr1,39503198,0.97,83,3,86,605684
chr1,39503369,0.89,72,9,81,605685
chr1,39503718,0.97,66,2,68,605686
chr1,39503823,0.96,93,4,97,605687
chr1,39503843,0.98,97,2,99,605688
chr1,39504129,0.86,64,10,74,605689
chr1,39504271,0.69,36,16,52,605690
chr1,39504287,0.93,50,4,54,605691
chr1,39504378,0.91,52,5,57,605692
chr1,39504519,0.98,51,1,52,605693
chr1,39504534,0.94,46,3,49,605694
chr1,39504598,0.95,40,2,42,605695
chr1,39504716,1,67,0,67,605696
chr1,39504722,0.97,60,2,62,605697
chr1,39504760,0.97,33,1,34,605698
chr1,39504765,1,27,0,27,605699
chr1,39504776,1,24,0,24,605700
chr1,39504790,0.93,13,1,14,605701
chr1,39504810,1,6,0,6,605702
chr1,39504821,1,5,0,5,605703
chr1,39504850,1,2,0,2,605704
chr1,39504866,1,5,0,5,605705
chr1,39504886,1,6,0,6,605706
chr1,39504910,0.92,23,2,25,605707
chr1,39504942,0.92,36,3,39,605708
chr1,39504948,0.86,32,5,37,605709
chr1,39505046,1,19,0,19,605710
chr1,39505074,0.94,34,2,36,605711
chr1,39505106,0.94,45,3,48,605712
chr1,39505169,0.98,61,1,62,605713
chr1,39505177,1,61,0,61,605714
chr1,39505223,0.97,67,2,69,605715
chr1,39505265,0.98,52,1,53,605716
chr1,39505491,0.81,58,14,72,605717
chr1,39505869,0.77,75,23,98,605718
chr1,39505905,0.93,96,7,103,605719
chr1,39505908,0.99,100,1,101,605720
chr1,39505932,0.96,95,4,99,605721
chr1,39505995,0.95,70,4,74,605722
chr1,39506074,0.98,64,1,65,605723
chr1,39506136,0.87,53,8,61,605724
chr1,39506220,0.89,47,6,53,605725
chr1,39506236,0.83,43,9,52,605726
chr1,39506401,0.92,91,8,99,605727
chr1,39506450,0.81,79,18,97,605728
chr1,39506489,0.71,67,27,94,605729
chr1,39506595,0.98,80,2,82,605730
chr1,39506634,0.97,72,2,74,605731
chr1,39506648,0.89,65,8,73,605732
chr1,39506735,1,76,0,76,605733
chr1,39506757,0.99,82,1,83,605734
chr1,39506766,0.96,76,3,79,605735
chr1,39506773,0.9,69,8,77,605736
chr1,39506783,0.97,72,2,74,605737
chr1,39506836,0.97,70,2,72,605738
chr1,39506901,0.98,57,1,58,605739
chr1,39506909,0.92,49,4,53,605740
chr1,39506928,0.96,68,3,71,605741
chr1,39506933,0.9,66,7,73,605742
chr1,39506973,1,83,0,83,605743
chr1,39507165,0.98,78,2,80,605744
chr1,39507365,0.75,74,25,99,605745
chr1,39507412,0.94,81,5,86,605746
chr1,39507443,0.97,68,2,70,605747
chr1,39507506,0.96,74,3,77,605748
chr1,39507552,1,88,0,88,605749
chr1,39507592,0.93,76,6,82,605750
chr1,39507650,0.94,73,5,78,605751
chr1,39507895,0.96,76,3,79,605752
chr1,39507933,0.99,76,1,77,605753
chr1,39507997,0.97,38,1,39,605754
chr1,39508025,0.95,20,1,21,605755
chr1,39508029,1,17,0,17,605756
chr1,39508100,1,22,0,22,605757
chr1,39508155,1,16,0,16,605758
chr1,39508508,0.92,99,9,108,605759
chr1,39508547,0.94,95,6,101,605760
chr1,39508744,0.96,67,3,70,605761
chr1,39509040,0.97,63,2,65,605762
chr1,39509103,0.95,87,5,92,605763
chr1,39509173,0.98,78,2,80,605764
chr1,39509175,0.99,81,1,82,605765
chr1,39509236,0.95,79,4,83,605766
chr1,39509247,0.74,65,23,88,605767
chr1,39509433,1,67,0,67,605768
chr1,39509616,0.87,55,8,63,605769
chr1,39509687,0.95,78,4,82,605770
chr1,39509712,0.98,78,2,80,605771
chr1,39509741,0.97,62,2,64,605772
chr1,39509916,0.95,39,2,41,605773
chr1,39509998,0.98,55,1,56,605774
chr1,39510028,0.95,55,3,58,605775
chr1,39510086,0.99,71,1,72,605776
chr1,39510090,1,74,0,74,605777
chr1,39510111,0.97,75,2,77,605778
chr1,39510153,0.99,75,1,76,605779
chr1,39510363,0.71,68,28,96,605780
chr1,39510824,0.91,74,7,81,605781
chr1,39510999,0.96,66,3,69,605782
chr1,39511057,0.97,84,3,87,605783
chr1,39511093,0.89,76,9,85,605784
chr1,39511113,0.96,72,3,75,605785
chr1,39511137,0.97,72,2,74,605786
chr1,39511139,1,70,0,70,605787
chr1,39511216,0.98,41,1,42,605788
chr1,39511475,1,10,0,10,605789
chr1,39511481,0.83,10,2,12,605790
chr1,39511498,1,20,0,20,605791
chr1,39511557,1,50,0,50,605792
chr1,39511567,1,53,0,53,605793
chr1,39511569,1,49,0,49,605794
chr1,39511573,1,48,0,48,605795
chr1,39511632,1,38,0,38,605796
chr1,39511662,0.93,41,3,44,605797
chr1,39511706,1,67,0,67,605798
chr1,39511767,0.96,81,3,84,605799
chr1,39511829,0.96,54,2,56,605800
chr1,39511839,0.96,55,2,57,605801
chr1,39511896,0.97,33,1,34,605802
chr1,39512058,1,44,0,44,605803
chr1,39512152,0.96,23,1,24,605804
chr1,39512176,0.96,25,1,26,605805
chr1,39512188,0.97,30,1,31,605806
chr1,39512228,0.96,25,1,26,605807
chr1,39512248,0.97,33,1,34,605808
chr1,39512262,1,34,0,34,605809
chr1,39512273,0.98,40,1,41,605810
chr1,39512316,0.79,48,13,61,605811
chr1,39512534,0.79,75,20,95,605812
chr1,39512536,0.75,73,24,97,605813
chr1,39512751,0.51,35,34,69,605814
chr1,39512766,0.39,32,50,82,605815
chr1,39512823,0.94,81,5,86,605816
chr1,39512992,0.86,64,10,74,605817
chr1,39513134,0.1,7,66,73,605818
chr1,39513219,0.26,36,102,138,605819
chr1,39513257,0.78,128,36,164,605820
chr1,39513269,0.49,80,84,164,605821
chr1,39513326,0.77,92,27,119,605822
chr1,39513646,0.76,68,22,90,605823
chr1,39513684,0.73,61,23,84,605824
chr1,39513714,0.58,47,34,81,605825
chr1,39513844,0.48,38,42,80,605826
chr1,39513892,0.9,78,9,87,605827
chr1,39513958,0.89,33,4,37,605828
chr1,39513988,0.83,19,4,23,605829
chr1,39513996,0.71,25,10,35,605830
chr1,39514018,0.98,46,1,47,605831
chr1,39514026,0.94,51,3,54,605832
chr1,39514028,0.98,52,1,53,605833
chr1,39514034,0.97,65,2,67,605834
chr1,39514044,1,69,0,69,605835
chr1,39514051,0.97,74,2,76,605836
chr1,39514058,0.98,78,2,80,605837
chr1,39514065,0.93,68,5,73,605838
chr1,39514111,0.97,35,1,36,605839
chr1,39514115,0.97,34,1,35,605840
chr1,39514123,0.97,29,1,30,605841
chr1,39514127,0.93,25,2,27,605842
chr1,39514158,1,1,0,1,605843
chr1,39514189,1,8,0,8,605844
chr1,39514203,0.94,17,1,18,605845
chr1,39514214,0.96,22,1,23,605846
chr1,39514219,1,24,0,24,605847
chr1,39514247,0.93,42,3,45,605848
chr1,39514257,1,52,0,52,605849
chr1,39514263,0.98,60,1,61,605850
chr1,39514302,0.97,72,2,74,605851
chr1,39514342,0.99,88,1,89,605852
chr1,39514695,0.62,42,26,68,605853
chr1,39514769,0.88,36,5,41,605854
chr1,39514853,1,85,0,85,605855
chr1,39514900,0.8,48,12,60,605856
chr1,39514939,0.97,70,2,72,605857
chr1,39514941,1,68,0,68,605858
chr1,39515037,0.93,84,6,90,605859
chr1,39515126,0.98,52,1,53,605860
chr1,39515130,1,64,0,64,605861
chr1,39515135,1,63,0,63,605862
chr1,39515173,0.91,68,7,75,605863
chr1,39515179,0.87,67,10,77,605864
chr1,39515320,0.97,89,3,92,605865
chr1,39515461,0.77,61,18,79,605866
chr1,39515485,0.99,81,1,82,605867
chr1,39515491,0.88,65,9,74,605868
chr1,39515515,0.96,75,3,78,605869
chr1,39515551,0.96,70,3,73,605870
chr1,39515570,0.98,60,1,61,605871
chr1,39515627,0.89,63,8,71,605872
chr1,39515834,0.96,45,2,47,605873
chr1,39515861,0.84,49,9,58,605874
chr1,39515941,0.95,77,4,81,605875
chr1,39516009,0.99,83,1,84,605876
chr1,39516085,0.99,88,1,89,605877
chr1,39516179,0.95,81,4,85,605878
chr1,39516436,0.98,90,2,92,605879
chr1,39516562,0.92,109,10,119,605880
chr1,39516635,0.96,103,4,107,605881
chr1,39516919,0.85,44,8,52,605882
chr1,39517106,0,0,57,57,605883
chr1,39517118,0.98,60,1,61,605884
chr1,39517135,0.91,60,6,66,605885
chr1,39517177,0.81,56,13,69,605886
chr1,39517222,0.9,73,8,81,605887
chr1,39517253,0.97,91,3,94,605888
chr1,39517280,0.96,99,4,103,605889
chr1,39517324,0.94,68,4,72,605890
chr1,39517413,0.91,40,4,44,605891
chr1,39517505,0.92,56,5,61,605892
chr1,39517507,0.94,58,4,62,605893
chr1,39517530,0.99,71,1,72,605894
chr1,39517589,0.92,71,6,77,605895
chr1,39517591,0.95,70,4,74,605896
chr1,39517663,0.9,69,8,77,605897
chr1,39517677,0.94,76,5,81,605898
chr1,39517693,0.96,77,3,80,605899
chr1,39517733,0.95,97,5,102,605900
chr1,39518076,0.83,59,12,71,605901
chr1,39518291,0.69,27,12,39,605902
chr1,39518299,0.9,37,4,41,605903
chr1,39518378,0.65,66,36,102,605904
chr1,39518421,0.95,100,5,105,605905
chr1,39518493,0.96,72,3,75,605906
chr1,39518513,0.87,73,11,84,605907
chr1,39518524,0.93,76,6,82,605908
chr1,39518557,0.94,75,5,80,605909
chr1,39518569,0.67,55,27,82,605910
chr1,39518597,0.87,47,7,54,605911
chr1,39518658,0.93,41,3,44,605912
chr1,39518704,0.6,39,26,65,605913
chr1,39518723,0.84,58,11,69,605914
chr1,39518745,0.97,69,2,71,605915
chr1,39518779,0.9,57,6,63,605916
chr1,39519567,0.93,71,5,76,605917
chr1,39519591,0.98,84,2,86,605918
chr1,39519621,0.94,97,6,103,605919
chr1,39519717,0.82,64,14,78,605920
chr1,39519748,0.75,60,20,80,605921
chr1,39519808,0.6,37,25,62,605922
chr1,39519883,0.93,63,5,68,605923
chr1,39519921,0.87,55,8,63,605924
chr1,39520024,0.86,60,10,70,605925
chr1,39520034,0.79,52,14,66,605926
chr1,39520091,1,65,0,65,605927
chr1,39520108,0.93,50,4,54,605928
chr1,39520360,0.93,89,7,96,605929
chr1,39520426,0.95,72,4,76,605930
chr1,39520455,0.97,65,2,67,605931
chr1,39520463,0.97,63,2,65,605932
chr1,39520541,0.98,48,1,49,605933
chr1,39520543,0.96,46,2,48,605934
chr1,39520583,0.94,62,4,66,605935
chr1,39520627,0.85,69,12,81,605936
chr1,39520680,0.64,58,33,91,605937
chr1,39520799,0.84,75,14,89,605938
chr1,39520919,0.7,66,28,94,605939
chr1,39520937,0.93,88,7,95,605940
chr1,39521124,0.52,42,39,81,605941
chr1,39521259,1,57,0,57,605942
chr1,39521269,0.9,52,6,58,605943
chr1,39521292,0.99,66,1,67,605944
chr1,39521324,0.93,64,5,69,605945
chr1,39521354,0.9,54,6,60,605946
chr1,39521426,0.79,27,7,34,605947
chr1,39521432,0.89,34,4,38,605948
chr1,39521442,0.8,33,8,41,605949
chr1,39521479,0.92,33,3,36,605950
chr1,39521502,1,37,0,37,605951
chr1,39521613,0.92,61,5,66,605952
chr1,39521620,0.94,60,4,64,605953
chr1,39521665,0.82,50,11,61,605954
chr1,39521761,0.9,47,5,52,605955
chr1,39521791,0.92,54,5,59,605956
chr1,39521823,0.98,49,1,50,605957
chr1,39521877,0.94,73,5,78,605958
chr1,39521913,0.87,86,13,99,605959
chr1,39521962,0.94,72,5,77,605960
chr1,39521968,0.97,70,2,72,605961
chr1,39522016,0.84,43,8,51,605962
chr1,39522221,0.94,74,5,79,605963
chr1,39522481,0.93,82,6,88,605964
chr1,39522630,0.91,86,9,95,605965
chr1,39523008,1,45,0,45,605966
chr1,39523064,0.99,77,1,78,605967
chr1,39523094,1,60,0,60,605968
chr1,39523104,0.97,60,2,62,605969
chr1,39523138,0.88,36,5,41,605970
chr1,39523184,0.88,53,7,60,605971
chr1,39523201,0.97,70,2,72,605972
chr1,39523216,0.89,71,9,80,605973
chr1,39523240,0.9,60,7,67,605974
chr1,39523264,0.95,72,4,76,605975
chr1,39523272,0.93,67,5,72,605976
chr1,39523307,0.9,45,5,50,605977
chr1,39523318,0.96,46,2,48,605978
chr1,39523359,1,44,0,44,605979
chr1,39523368,0.96,45,2,47,605980
chr1,39523396,0.98,49,1,50,605981
chr1,39523406,0.93,50,4,54,605982
chr1,39523412,0.96,52,2,54,605983
chr1,39523665,0.94,97,6,103,605984
chr1,39523729,0.99,90,1,91,605985
chr1,39523820,0.98,100,2,102,605986
chr1,39523834,0.87,90,14,104,605987
chr1,39523871,1,76,0,76,605988
chr1,39523875,0.97,67,2,69,605989
chr1,39523887,0.99,71,1,72,605990
chr1,39523920,1,61,0,61,605991
chr1,39524038,0.91,83,8,91,605992
chr1,39524100,0.92,66,6,72,605993
chr1,39524142,0.94,64,4,68,605994
chr1,39524195,0.97,57,2,59,605995
chr1,39524239,0.98,44,1,45,605996
chr1,39524313,1,84,0,84,605997
chr1,39524324,0.99,86,1,87,605998
chr1,39524379,0.98,80,2,82,605999
chr1,39524404,0.97,59,2,61,606000
chr1,39524434,0.97,36,1,37,606001
chr1,39524442,0.97,35,1,36,606002
chr1,39524806,1,51,0,51,606003
chr1,39524818,0.98,46,1,47,606004
chr1,39524846,0.95,41,2,43,606005
chr1,39524864,0.94,50,3,53,606006
chr1,39524876,0.98,55,1,56,606007
chr1,39524896,0.95,52,3,55,606008
chr1,39524948,1,58,0,58,606009
chr1,39524952,1,54,0,54,606010
chr1,39525004,0.92,57,5,62,606011
chr1,39525011,1,60,0,60,606012
chr1,39525034,0.91,50,5,55,606013
chr1,39525309,0.98,94,2,96,606014
chr1,39525353,0.95,92,5,97,606015
chr1,39525940,0.89,64,8,72,606016
chr1,39526008,0.9,57,6,63,606017
chr1,39526081,0.74,66,23,89,606018
chr1,39526126,0.84,84,16,100,606019
chr1,39526167,0.9,60,7,67,606020
chr1,39526247,0.85,23,4,27,606021
chr1,39526287,0.94,34,2,36,606022
chr1,39526292,0.94,33,2,35,606023
chr1,39526296,1,32,0,32,606024
chr1,39526303,0.94,29,2,31,606025
chr1,39526337,0.87,20,3,23,606026
chr1,39526348,0.92,22,2,24,606027
chr1,39526427,0.66,23,12,35,606028
chr1,39526453,1,38,0,38,606029
chr1,39526465,0.73,27,10,37,606030
chr1,39526767,0.99,71,1,72,606031
chr1,39526777,0.94,78,5,83,606032
chr1,39526993,0.94,59,4,63,606033
chr1,39527184,0.89,32,4,36,606034
chr1,39527207,0.93,50,4,54,606035
chr1,39527270,1,82,0,82,606036
chr1,39527340,1,58,0,58,606037
chr1,39527354,1,56,0,56,606038
chr1,39527365,0.96,50,2,52,606039
chr1,39527398,0.98,55,1,56,606040
chr1,39527414,0.97,64,2,66,606041
chr1,39527601,0.99,67,1,68,606042
chr1,39527684,0.94,60,4,64,606043
chr1,39527778,0.72,71,28,99,606044
chr1,39527881,0.56,77,61,138,606045
chr1,39528006,0.95,87,5,92,606046
chr1,39528074,0.89,86,11,97,606047
chr1,39528095,0.96,85,4,89,606048
chr1,39528099,0.98,80,2,82,606049
chr1,39528101,0.96,81,3,84,606050
chr1,39528111,0.91,75,7,82,606051
chr1,39528163,0.96,72,3,75,606052
chr1,39528171,0.98,80,2,82,606053
chr1,39528202,0.96,88,4,92,606054
chr1,39528230,0.96,103,4,107,606055
chr1,39528317,0.51,59,57,116,606056
chr1,39528323,0.98,111,2,113,606057
chr1,39528325,0.99,114,1,115,606058
chr1,39528369,0.96,78,3,81,606059
chr1,39528425,0.85,40,7,47,606060
chr1,39528630,1,92,0,92,606061
chr1,39528669,0.92,100,9,109,606062
chr1,39528705,0.95,90,5,95,606063
chr1,39528733,0.95,82,4,86,606064
chr1,39528787,0.9,78,9,87,606065
chr1,39528824,0.78,71,20,91,606066
chr1,39528940,0.96,101,4,105,606067
chr1,39528982,0.73,56,21,77,606068
chr1,39529061,0.84,76,14,90,606069
chr1,39529131,0.25,24,72,96,606070
chr1,39529156,0.59,60,41,101,606071
chr1,39529212,0.53,47,41,88,606072
chr1,39529232,0.64,47,26,73,606073
chr1,39529398,0.83,68,14,82,606074
chr1,39529568,0.05,5,91,96,606075
chr1,39529581,0.26,25,72,97,606076
chr1,39529662,0.49,43,44,87,606077
chr1,39529785,0.87,77,12,89,606078
chr1,39529793,0.89,82,10,92,606079
chr1,39529833,0.94,80,5,85,606080
chr1,39529913,0.5,1,1,2,606081
chr1,39529920,0.5,1,1,2,606082
chr1,39529929,0,0,2,2,606083
chr1,39529962,0.95,19,1,20,606084
chr1,39529987,1,39,0,39,606085
chr1,39530060,1,60,0,60,606086
chr1,39530062,0.9,53,6,59,606087
chr1,39530256,0.78,40,11,51,606088
chr1,39530286,0.95,60,3,63,606089
chr1,39530304,0.78,60,17,77,606090
chr1,39530317,0.96,69,3,72,606091
chr1,39530342,0.97,75,2,77,606092
chr1,39530353,0.98,80,2,82,606093
chr1,39530399,0.94,62,4,66,606094
chr1,39530406,0.9,60,7,67,606095
chr1,39530420,0.97,59,2,61,606096
chr1,39530485,0.95,87,5,92,606097
chr1,39530493,0.92,83,7,90,606098
chr1,39530573,0.91,41,4,45,606099
chr1,39530581,1,38,0,38,606100
chr1,39530656,0.92,46,4,50,606101
chr1,39530671,1,61,0,61,606102
chr1,39530727,0.97,70,2,72,606103
chr1,39530734,1,64,0,64,606104
chr1,39530898,0.79,54,14,68,606105
chr1,39530977,0.88,84,11,95,606106
chr1,39531027,0.95,79,4,83,606107
chr1,39531044,0.55,32,26,58,606108
chr1,39531067,0.98,39,1,40,606109
chr1,39531091,0.83,35,7,42,606110
chr1,39531107,0.86,36,6,42,606111
chr1,39531189,0.75,69,23,92,606112
chr1,39531272,0.93,68,5,73,606113
chr1,39531352,0.79,52,14,66,606114
chr1,39531431,0.69,48,22,70,606115
chr1,39531643,0.48,42,46,88,606116
chr1,39531727,0.55,52,42,94,606117
chr1,39532006,0.89,58,7,65,606118
chr1,39532066,0.82,56,12,68,606119
chr1,39532074,0.94,67,4,71,606120
chr1,39532096,0.99,73,1,74,606121
chr1,39532137,0.77,60,18,78,606122
chr1,39532147,0.86,66,11,77,606123
chr1,39532176,0.96,68,3,71,606124
chr1,39532282,0.89,17,2,19,606125
chr1,39532366,0.96,64,3,67,606126
chr1,39532370,0.97,75,2,77,606127
chr1,39532378,0.99,79,1,80,606128
chr1,39532466,0.99,98,1,99,606129
chr1,39532518,0.92,81,7,88,606130
chr1,39532593,1,77,0,77,606131
chr1,39532598,0.55,39,32,71,606132
chr1,39532607,0.95,74,4,78,606133
chr1,39532733,0.98,39,1,40,606134
chr1,39532741,0.89,33,4,37,606135
chr1,39532749,0.9,35,4,39,606136
chr1,39532771,0.78,31,9,40,606137
chr1,39532788,0.98,51,1,52,606138
chr1,39532794,0.96,53,2,55,606139
chr1,39532827,0.88,44,6,50,606140
chr1,39532859,0.94,49,3,52,606141
chr1,39532922,0.95,55,3,58,606142
chr1,39532942,0.96,50,2,52,606143
chr1,39532979,0.96,51,2,53,606144
chr1,39533181,0.96,72,3,75,606145
chr1,39533275,0.94,88,6,94,606146
chr1,39533330,0.56,43,34,77,606147
chr1,39533500,1,37,0,37,606148
chr1,39533502,0.95,39,2,41,606149
chr1,39533508,0.89,40,5,45,606150
chr1,39533525,1,44,0,44,606151
chr1,39533540,0.96,52,2,54,606152
chr1,39533564,0.92,56,5,61,606153
chr1,39533588,1,45,0,45,606154
chr1,39533600,0.98,44,1,45,606155
chr1,39533629,0.93,25,2,27,606156
chr1,39533674,0.88,15,2,17,606157
chr1,39533685,0.88,28,4,32,606158
chr1,39533718,1,61,0,61,606159
chr1,39533728,0.97,66,2,68,606160
chr1,39533793,0.95,83,4,87,606161
chr1,39533809,0.97,91,3,94,606162
chr1,39533878,0.97,76,2,78,606163
chr1,39533900,0.96,74,3,77,606164
chr1,39533940,1,65,0,65,606165
chr1,39533964,0.98,55,1,56,606166
chr1,39533986,1,51,0,51,606167
chr1,39534003,0.91,43,4,47,606168
chr1,39534020,1,43,0,43,606169
chr1,39534192,0.97,58,2,60,606170
chr1,39534338,0.8,52,13,65,606171
chr1,39534724,0.9,111,13,124,606172
chr1,39534800,0.84,83,16,99,606173
chr1,39534966,1,41,0,41,606174
chr1,39534974,0.98,43,1,44,606175
chr1,39535116,0.99,69,1,70,606176
chr1,39535139,0.99,72,1,73,606177
chr1,39535185,0.97,58,2,60,606178
chr1,39535188,0.98,59,1,60,606179
chr1,39535192,0.95,56,3,59,606180
chr1,39535212,0.93,55,4,59,606181
chr1,39535216,0.95,74,4,78,606182
chr1,39535259,0.66,68,35,103,606183
chr1,39535474,0.68,52,25,77,606184
chr1,39535531,0.99,75,1,76,606185
chr1,39535541,0.99,70,1,71,606186
chr1,39535696,0.96,49,2,51,606187
chr1,39535718,0.98,39,1,40,606188
chr1,39535728,0.98,42,1,43,606189
chr1,39535752,0.97,34,1,35,606190
chr1,39535760,1,37,0,37,606191
chr1,39536049,0.91,63,6,69,606192
chr1,39536080,1,49,0,49,606193
chr1,39536082,0.94,44,3,47,606194
chr1,39536085,0.96,43,2,45,606195
chr1,39536120,0.91,39,4,43,606196
chr1,39536154,0.96,54,2,56,606197
chr1,39536270,0.99,89,1,90,606198
chr1,39536280,0.97,96,3,99,606199
chr1,39536310,0.98,79,2,81,606200
chr1,39536312,0.96,79,3,82,606201
chr1,39536475,0.94,59,4,63,606202
chr1,39536872,0.92,88,8,96,606203
chr1,39536879,0.96,94,4,98,606204
chr1,39536888,0.97,94,3,97,606205
chr1,39536916,0.94,103,6,109,606206
chr1,39536925,0.87,96,14,110,606207
chr1,39536928,0.85,88,15,103,606208
chr1,39537210,0.59,70,48,118,606209
chr1,39537898,0.89,48,6,54,606210
chr1,39538056,0.93,57,4,61,606211
chr1,39538313,0.95,42,2,44,606212
chr1,39538319,0.96,43,2,45,606213
chr1,39538321,0.95,40,2,42,606214
chr1,39538395,1,54,0,54,606215
chr1,39538399,0.96,54,2,56,606216
chr1,39538540,0.99,66,1,67,606217
chr1,39538580,0.93,42,3,45,606218
chr1,39538585,1,46,0,46,606219
chr1,39538594,1,38,0,38,606220
chr1,39538596,0.89,33,4,37,606221
chr1,39538683,0.98,54,1,55,606222
chr1,39538707,1,59,0,59,606223
chr1,39538731,1,82,0,82,606224
chr1,39538763,1,75,0,75,606225
chr1,39538769,1,68,0,68,606226
chr1,39538771,1,66,0,66,606227
chr1,39538776,0.97,75,2,77,606228
chr1,39538793,0.99,70,1,71,606229
chr1,39538801,1,69,0,69,606230
chr1,39538844,0.89,65,8,73,606231
chr1,39538907,1,67,0,67,606232
chr1,39538919,0.98,56,1,57,606233
chr1,39538953,0.98,44,1,45,606234
chr1,39539466,1,88,0,88,606235
chr1,39539481,0.94,85,5,90,606236
chr1,39539628,0.96,65,3,68,606237
chr1,39539632,0.98,64,1,65,606238
chr1,39539634,1,66,0,66,606239
chr1,39539644,0.94,66,4,70,606240
chr1,39539671,0.99,66,1,67,606241
chr1,39539677,0.97,68,2,70,606242
chr1,39539681,0.93,55,4,59,606243
chr1,39539733,0.91,81,8,89,606244
chr1,39539763,0.97,97,3,100,606245
chr1,39539767,0.99,93,1,94,606246
chr1,39539775,1,94,0,94,606247
chr1,39539779,0.99,77,1,78,606248
chr1,39539800,0.86,66,11,77,606249
chr1,39539838,1,62,0,62,606250
chr1,39539863,0.85,35,6,41,606251
chr1,39539901,0.9,19,2,21,606252
chr1,39540219,0.83,64,13,77,606253
chr1,39540244,0.99,93,1,94,606254
chr1,39540315,0.94,110,7,117,606255
chr1,39540319,0.94,115,7,122,606256
chr1,39540346,0.93,94,7,101,606257
chr1,39540385,0.88,84,12,96,606258
chr1,39540437,0.97,90,3,93,606259
chr1,39540447,0.91,86,9,95,606260
chr1,39540453,0.93,89,7,96,606261
chr1,39540581,0.94,81,5,86,606262
chr1,39540654,0.96,89,4,93,606263
chr1,39540676,0.85,68,12,80,606264
chr1,39540696,0.93,62,5,67,606265
chr1,39540708,0.97,58,2,60,606266
chr1,39540712,0.98,62,1,63,606267
chr1,39540740,0.88,59,8,67,606268
chr1,39540771,0.97,70,2,72,606269
chr1,39541071,0.93,52,4,56,606270
chr1,39541111,0.98,84,2,86,606271
chr1,39541164,0.96,89,4,93,606272
chr1,39541168,0.82,80,17,97,606273
chr1,39541199,0.95,83,4,87,606274
chr1,39541259,0.95,56,3,59,606275
chr1,39541297,1,51,0,51,606276
chr1,39541299,0.98,47,1,48,606277
chr1,39541313,0.98,54,1,55,606278
chr1,39541529,0.95,83,4,87,606279
chr1,39541551,0.96,77,3,80,606280
chr1,39541591,0.92,34,3,37,606281
chr1,39541639,0.88,7,1,8,606282
chr1,39541647,1,12,0,12,606283
chr1,39541651,1,14,0,14,606284
chr1,39541680,0.75,15,5,20,606285
chr1,39541711,1,28,0,28,606286
chr1,39541725,1,30,0,30,606287
